,Date,BALTICF,BALTICF,BALTICF,BALTICF,BPTCMC1,BPTCMC1,BPTCMC1,BPTCMC1,BPTCMC2,BPTCMC2,BPTCMC2,BPTCMC2,BPTCYC1,BPTCYC1,BPTCYC1,BPTCYC1,BPANMAX,BHANDSZ,BSUPRAI,BPANTCA,RVPRDMG,MISRDMG,MISRDM2,GLTJEAG,GLTKHIG,PMOJEAG,PMOLZCG,PMOKHIG,RUETAOG,BNDTAOG,RDMJEAG,RDMKHIG,ODSJEAG,ODSTAOG,ODSBPNG,ODSCHIG,ODSPUSG,ODSRDMG,ODSHUNG,PAZCNRA,PASCNRA,PAZJPRA,PAZTWRA,PAGCNRA,PAGJPRA,PAGTWRA,RVPGCGR,RVPGIGR,RVPGPGR,GLTSCNR,PASKRRA,PNGZCNR,PNGZIDR,PNGZJPR,PAZIDRA,CANNCNR,CANNIDR,DVTGCNR,DVTGIDR,DVTGJPR,PDXCCNR,PDXCIDR,PAGIDRA,PAGKRRA,DAMDLCG,PNGDLC2,PMODLCG,CNDBPNG,CNDCHIG,DVTDLC2,BPTCMC3,BPTCMC4,BPTCMC5,BPTCQC1,BPTCQC2,4605,4606,5195,10590,Value
0,2015-07-31,1131.0,1131.0,1131.0,1131.0,7817.0,7817.0,7817.0,7817.0,7875.0,7875.0,7875.0,7875.0,7215.0,7215.0,7215.0,7215.0,1023.0,423.0,899.0,8146.0,23.28,21.32,32.31,13.44,12.4,19.54,9.35,18.5,26.65,21.02,28.31,27.2,24.81,33.43,30.81,36.11,33.82,23.09,33.48,33.0,10.07,41.59,35.66,28.86,37.6,32.32,35.12,40.28,44.93,10.07,10.76,33.0,38.23,41.59,38.23,12.46,15.78,28.86,34.03,37.6,15.28,18.71,34.03,30.43,9.01,25.52,13.35,28.02,33.25,34.73,8050.0,8175.0,7925.0,8063.0,6358.0,5.2,5.7,6.4,4.9,9353.0
1,2015-08-01,1131.0,1131.0,1131.0,1131.0,7817.0,7817.0,7817.0,7817.0,7875.0,7875.0,7875.0,7875.0,7215.0,7215.0,7215.0,7215.0,1023.0,423.0,899.0,8146.0,23.28,21.32,32.31,13.44,12.4,19.54,9.35,18.5,26.65,21.02,28.31,27.2,24.81,33.43,30.81,36.11,33.82,23.09,33.48,33.0,10.07,41.59,35.66,28.86,37.6,32.32,35.12,40.28,44.93,10.07,10.76,33.0,38.23,41.59,38.23,12.46,15.78,28.86,34.03,37.6,15.28,18.71,34.03,30.43,9.01,25.52,13.35,28.02,33.25,34.73,8050.0,8175.0,7925.0,8063.0,6358.0,5.2,5.7,6.4,4.9,9353.0
2,2015-08-02,1131.0,1131.0,1131.0,1131.0,7817.0,7817.0,7817.0,7817.0,7875.0,7875.0,7875.0,7875.0,7215.0,7215.0,7215.0,7215.0,1023.0,423.0,899.0,8146.0,23.28,21.32,32.31,13.44,12.4,19.54,9.35,18.5,26.65,21.02,28.31,27.2,24.81,33.43,30.81,36.11,33.82,23.09,33.48,33.0,10.07,41.59,35.66,28.86,37.6,32.32,35.12,40.28,44.93,10.07,10.76,33.0,38.23,41.59,38.23,12.46,15.78,28.86,34.03,37.6,15.28,18.71,34.03,30.43,9.01,25.52,13.35,28.02,33.25,34.73,8050.0,8175.0,7925.0,8063.0,6358.0,5.2,5.7,6.4,4.9,9353.0
3,2015-08-03,1151.0,1151.0,1151.0,1151.0,7850.0,7850.0,7850.0,7850.0,8117.0,8117.0,8117.0,8117.0,7284.0,7284.0,7284.0,7284.0,1006.0,424.0,900.0,8010.0,23.32,21.35,32.1,13.03,12.03,18.94,9.14,17.94,26.31,20.4,28.25,27.14,24.78,33.36,30.75,36.18,33.75,23.06,33.42,32.68,9.78,41.23,35.32,28.61,37.31,32.04,34.79,39.9,44.54,9.78,10.42,32.68,37.86,41.23,37.86,12.28,15.52,28.61,33.73,37.31,15.1,18.44,33.73,30.17,8.77,25.09,13.0,27.97,33.31,34.33,8258.0,8342.0,8033.0,8211.0,6467.0,5.2,5.7,6.4,4.9,9354.0
4,2015-08-04,1200.0,1200.0,1200.0,1200.0,8100.0,8100.0,8100.0,8100.0,8392.0,8392.0,8392.0,8392.0,7450.0,7450.0,7450.0,7450.0,1001.0,425.0,899.0,7968.0,23.21,21.27,31.79,12.87,11.89,18.71,9.05,17.72,26.31,20.16,28.23,27.1,24.81,33.34,30.75,36.27,33.73,23.06,33.43,32.51,9.67,41.04,35.14,28.48,37.17,31.9,34.79,39.9,44.54,9.78,10.3,32.68,37.86,41.23,37.67,12.28,15.52,28.61,33.73,37.31,15.1,18.44,33.57,30.03,8.69,25.09,12.86,27.97,33.4,34.26,8642.0,8800.0,8417.0,8619.0,6667.0,5.2,5.7,6.4,4.9,9312.0
5,2015-08-05,1222.0,1222.0,1222.0,1222.0,8179.0,8179.0,8179.0,8179.0,8500.0,8500.0,8500.0,8500.0,7442.0,7442.0,7442.0,7442.0,1005.0,427.0,901.0,8001.0,23.43,21.45,32.3,12.82,11.84,18.63,9.03,17.65,26.43,20.08,28.36,27.22,24.91,33.49,30.88,36.43,33.88,23.14,33.57,32.75,9.65,41.32,35.42,28.67,37.4,32.13,34.86,40.0,44.64,9.65,10.26,32.75,37.95,41.32,37.95,12.17,15.36,28.67,33.81,37.4,14.98,18.27,33.81,30.24,8.66,25.23,12.82,28.1,33.55,34.51,8692.0,8867.0,8471.0,8676.0,6633.0,5.2,5.7,6.4,4.9,9319.0
6,2015-08-06,1201.0,1201.0,1201.0,1201.0,8258.0,8258.0,8258.0,8258.0,8500.0,8500.0,8500.0,8500.0,7455.0,7455.0,7455.0,7455.0,1013.0,432.0,904.0,8063.0,23.83,21.78,32.75,12.77,11.8,18.56,9.0,17.59,26.55,20.0,28.51,27.36,25.03,33.66,31.03,36.65,34.06,23.23,33.74,32.9,9.61,41.51,35.61,28.8,37.56,32.3,35.02,40.2,44.84,9.61,10.23,32.9,38.15,41.51,38.15,12.15,15.34,28.8,33.98,37.56,14.96,18.25,33.98,30.39,8.63,25.35,12.78,28.24,33.77,34.5,8708.0,8875.0,8429.0,8671.0,6658.0,5.2,5.7,6.4,4.9,9315.0
7,2015-08-07,1200.0,1200.0,1200.0,1200.0,8483.0,8483.0,8483.0,8483.0,8738.0,8738.0,8738.0,8738.0,7569.0,7569.0,7569.0,7569.0,1021.0,438.0,904.0,8127.0,24.08,21.98,32.96,12.79,11.82,18.59,9.01,17.62,26.51,20.04,28.41,27.26,24.97,33.55,30.93,36.5,33.94,23.18,33.64,32.9,9.63,41.53,35.63,28.81,37.58,32.32,35.03,40.21,44.86,9.63,10.26,32.9,38.16,41.53,38.16,12.17,15.36,28.81,33.99,37.58,14.98,18.27,33.99,30.41,8.64,25.29,12.79,28.15,33.64,34.5,8933.0,9075.0,8575.0,8861.0,6842.0,5.0,5.5,6.3,4.7,9320.0
8,2015-08-08,1200.0,1200.0,1200.0,1200.0,8483.0,8483.0,8483.0,8483.0,8738.0,8738.0,8738.0,8738.0,7569.0,7569.0,7569.0,7569.0,1021.0,438.0,904.0,8127.0,24.08,21.98,32.96,12.79,11.82,18.59,9.01,17.62,26.51,20.04,28.41,27.26,24.97,33.55,30.93,36.5,33.94,23.18,33.64,32.9,9.63,41.53,35.63,28.81,37.58,32.32,35.03,40.21,44.86,9.63,10.26,32.9,38.16,41.53,38.16,12.17,15.36,28.81,33.99,37.58,14.98,18.27,33.99,30.41,8.64,25.29,12.79,28.15,33.64,34.5,8933.0,9075.0,8575.0,8861.0,6842.0,5.0,5.5,6.3,4.7,9320.0
9,2015-08-09,1200.0,1200.0,1200.0,1200.0,8483.0,8483.0,8483.0,8483.0,8738.0,8738.0,8738.0,8738.0,7569.0,7569.0,7569.0,7569.0,1021.0,438.0,904.0,8127.0,24.08,21.98,32.96,12.79,11.82,18.59,9.01,17.62,26.51,20.04,28.41,27.26,24.97,33.55,30.93,36.5,33.94,23.18,33.64,32.9,9.63,41.53,35.63,28.81,37.58,32.32,35.03,40.21,44.86,9.63,10.26,32.9,38.16,41.53,38.16,12.17,15.36,28.81,33.99,37.58,14.98,18.27,33.99,30.41,8.64,25.29,12.79,28.15,33.64,34.5,8933.0,9075.0,8575.0,8861.0,6842.0,5.0,5.5,6.3,4.7,9320.0
10,2015-08-10,1197.0,1197.0,1197.0,1197.0,8717.0,8717.0,8717.0,8717.0,9225.0,9225.0,9225.0,9225.0,7688.0,7688.0,7688.0,7688.0,1028.0,443.0,901.0,8178.0,23.95,21.89,33.39,12.81,11.83,18.61,9.02,17.64,26.45,20.06,28.34,27.2,24.91,33.47,30.87,36.41,33.86,23.14,33.56,32.86,9.64,41.49,35.59,28.78,37.55,32.3,34.98,40.17,44.81,9.64,10.27,32.86,38.12,41.49,38.12,12.18,15.38,28.78,33.96,37.55,14.99,18.29,33.96,30.39,8.65,25.19,12.81,28.09,33.56,34.6,9358.0,9433.0,8850.0,9214.0,7008.0,5.0,5.5,6.3,4.7,9285.0
11,2015-08-11,1162.0,1162.0,1162.0,1162.0,8458.0,8458.0,8458.0,8458.0,8625.0,8625.0,8625.0,8625.0,7511.0,7511.0,7511.0,7511.0,1043.0,446.0,900.0,8296.0,24.17,22.07,33.6,12.86,11.87,18.68,9.05,17.7,26.75,20.13,28.52,27.37,25.04,33.67,31.04,36.2,34.07,23.24,33.76,33.04,9.64,41.74,35.84,28.92,37.77,32.52,35.17,40.43,45.08,9.64,10.29,33.04,38.37,41.74,38.37,12.2,15.44,28.92,34.18,37.77,15.02,18.36,34.18,30.57,8.67,25.53,12.85,28.26,33.36,34.77,8850.0,9025.0,8558.0,8811.0,6750.0,5.0,5.5,6.3,4.7,9280.0
12,2015-08-12,1093.0,1093.0,1093.0,1093.0,8275.0,8275.0,8275.0,8275.0,8246.0,8246.0,8246.0,8246.0,7354.0,7354.0,7354.0,7354.0,1053.0,447.0,899.0,8374.0,24.27,22.16,33.86,12.85,11.87,18.67,9.05,17.69,26.75,20.12,28.35,27.2,24.93,33.48,30.87,36.42,33.87,23.14,33.57,33.21,9.59,41.95,36.04,29.06,37.94,32.69,35.35,40.66,45.31,9.59,10.26,33.21,38.58,41.95,38.58,12.24,15.5,29.06,34.36,37.94,15.05,18.42,34.36,30.73,8.66,25.5,12.84,28.1,33.59,34.82,8442.0,8642.0,8250.0,8445.0,6592.0,5.0,5.5,6.3,4.7,9270.0
13,2015-08-13,1046.0,1046.0,1046.0,1046.0,8271.0,8271.0,8271.0,8271.0,8221.0,8221.0,8221.0,8221.0,7376.0,7376.0,7376.0,7376.0,1054.0,448.0,901.0,8389.0,24.01,21.94,33.65,13.09,12.09,19.03,9.17,18.02,26.89,20.49,28.43,27.28,24.99,33.57,30.96,36.53,33.96,23.19,33.67,33.19,9.65,41.92,36.02,29.04,37.92,32.67,35.33,40.63,45.28,9.65,10.33,33.19,38.56,41.92,38.56,11.95,15.15,29.04,34.34,37.92,14.75,18.05,34.34,30.71,8.81,25.68,13.05,28.18,33.69,34.62,8425.0,8600.0,8192.0,8406.0,6642.0,5.0,5.5,6.3,4.7,9252.0
14,2015-08-14,1055.0,1055.0,1055.0,1055.0,8308.0,8308.0,8308.0,8308.0,8433.0,8433.0,8433.0,8433.0,7493.0,7493.0,7493.0,7493.0,1057.0,449.0,905.0,8410.0,24.15,22.06,33.86,12.98,11.98,18.85,9.12,17.85,26.66,20.31,28.52,27.36,25.07,33.67,31.05,36.67,34.07,23.25,33.77,33.19,9.65,41.92,36.02,29.04,37.92,32.67,34.82,40.05,44.7,9.61,10.33,32.7,38.0,41.38,38.56,12.02,15.24,28.66,33.89,37.49,14.82,18.14,34.34,30.71,8.73,25.4,12.95,28.26,33.82,34.47,8667.0,8833.0,8350.0,8617.0,6746.0,5.0,5.5,6.1,4.5,9258.0
15,2015-08-15,1055.0,1055.0,1055.0,1055.0,8308.0,8308.0,8308.0,8308.0,8433.0,8433.0,8433.0,8433.0,7493.0,7493.0,7493.0,7493.0,1057.0,449.0,905.0,8410.0,24.15,22.06,33.86,12.98,11.98,18.85,9.12,17.85,26.66,20.31,28.52,27.36,25.07,33.67,31.05,36.67,34.07,23.25,33.77,33.19,9.65,41.92,36.02,29.04,37.92,32.67,34.82,40.05,44.7,9.61,10.33,32.7,38.0,41.38,38.56,12.02,15.24,28.66,33.89,37.49,14.82,18.14,34.34,30.71,8.73,25.4,12.95,28.26,33.82,34.47,8667.0,8833.0,8350.0,8617.0,6746.0,5.0,5.5,6.1,4.5,9258.0
16,2015-08-16,1055.0,1055.0,1055.0,1055.0,8308.0,8308.0,8308.0,8308.0,8433.0,8433.0,8433.0,8433.0,7493.0,7493.0,7493.0,7493.0,1057.0,449.0,905.0,8410.0,24.15,22.06,33.86,12.98,11.98,18.85,9.12,17.85,26.66,20.31,28.52,27.36,25.07,33.67,31.05,36.67,34.07,23.25,33.77,33.19,9.65,41.92,36.02,29.04,37.92,32.67,34.82,40.05,44.7,9.61,10.33,32.7,38.0,41.38,38.56,12.02,15.24,28.66,33.89,37.49,14.82,18.14,34.34,30.71,8.73,25.4,12.95,28.26,33.82,34.47,8667.0,8833.0,8350.0,8617.0,6746.0,5.0,5.5,6.1,4.5,9258.0
17,2015-08-17,1063.0,1063.0,1063.0,1063.0,8263.0,8263.0,8263.0,8263.0,8296.0,8296.0,8296.0,8296.0,7433.0,7433.0,7433.0,7433.0,1057.0,449.0,908.0,8411.0,24.23,22.12,33.96,12.88,11.88,18.69,9.07,17.7,26.46,20.15,28.57,27.41,25.12,33.74,31.1,36.51,34.13,23.29,33.84,32.52,9.58,41.19,35.32,28.52,37.34,32.1,34.64,39.85,44.49,9.58,10.27,32.52,37.81,41.19,37.81,12.04,15.28,28.52,33.73,37.34,14.85,18.18,33.73,30.18,8.66,25.14,12.85,28.32,33.66,34.3,8558.0,8733.0,8233.0,8508.0,6650.0,5.0,5.5,6.1,4.5,9335.0
18,2015-08-18,1046.0,1046.0,1046.0,1046.0,8179.0,8179.0,8179.0,8179.0,8113.0,8113.0,8113.0,8113.0,7375.0,7375.0,7375.0,7375.0,1052.0,449.0,915.0,8375.0,24.44,22.29,33.78,12.92,11.92,18.76,9.09,17.76,26.33,20.22,28.62,27.45,25.16,33.79,31.16,36.51,34.19,23.32,33.9,32.42,9.54,41.07,35.2,28.44,37.24,32.0,34.53,39.72,44.37,9.54,10.22,32.42,37.68,41.07,37.68,12.05,15.28,28.44,33.63,37.24,14.85,18.19,33.63,30.09,8.69,24.99,12.89,28.37,33.66,34.12,8283.0,8450.0,8075.0,8270.0,6583.0,5.0,5.5,6.1,4.5,9391.0
19,2015-08-19,1031.0,1031.0,1031.0,1031.0,8167.0,8167.0,8167.0,8167.0,8108.0,8108.0,8108.0,8108.0,7382.0,7382.0,7382.0,7382.0,1049.0,453.0,920.0,8350.0,24.81,22.6,33.8,12.86,11.86,18.66,9.06,17.66,26.21,20.12,28.5,27.32,25.08,33.65,31.03,36.51,34.04,23.25,33.77,32.25,9.56,40.87,35.01,28.3,37.07,31.84,34.53,39.72,44.37,9.54,10.26,32.42,37.68,41.07,37.48,12.05,15.28,28.44,33.63,37.24,14.85,18.19,33.47,29.94,8.64,24.84,12.83,28.26,33.66,33.87,8267.0,8408.0,8042.0,8239.0,6608.0,5.0,5.5,6.1,4.5,9415.0
20,2015-08-20,1014.0,1014.0,1014.0,1014.0,8250.0,8250.0,8250.0,8250.0,8367.0,8367.0,8367.0,8367.0,7446.0,7446.0,7446.0,7446.0,1052.0,460.0,924.0,8377.0,25.12,22.85,34.4,12.76,11.77,18.51,9.02,17.52,26.02,19.97,28.41,27.24,25.04,33.56,30.96,36.52,33.95,23.2,33.68,32.09,9.46,40.69,34.84,28.17,36.93,31.7,34.18,39.32,43.96,9.46,10.16,32.09,37.29,40.69,37.29,12.15,15.43,28.17,33.31,36.93,14.96,18.34,33.31,29.81,8.57,24.61,12.74,28.18,33.7,33.73,8425.0,8525.0,8150.0,8367.0,6708.0,5.0,5.5,6.1,4.5,9433.0
21,2015-08-21,994.0,994.0,994.0,994.0,8263.0,8263.0,8263.0,8263.0,8392.0,8392.0,8392.0,8392.0,7425.0,7425.0,7425.0,7425.0,1054.0,464.0,930.0,8388.0,25.38,23.07,34.31,12.64,11.65,18.32,8.96,17.33,25.9,19.78,28.49,27.3,25.1,33.65,31.03,36.68,34.03,23.25,33.77,31.8,9.38,40.37,34.55,27.95,36.68,31.46,33.88,38.98,43.62,9.38,10.09,31.8,36.97,40.37,36.97,12.19,15.49,27.95,33.06,36.68,15.0,18.4,33.06,29.58,8.49,24.46,12.62,28.26,33.88,33.3,8442.0,8533.0,8167.0,8381.0,6658.0,4.9,5.3,5.9,4.3,9443.0
22,2015-08-22,994.0,994.0,994.0,994.0,8263.0,8263.0,8263.0,8263.0,8392.0,8392.0,8392.0,8392.0,7425.0,7425.0,7425.0,7425.0,1054.0,464.0,930.0,8388.0,25.38,23.07,34.31,12.64,11.65,18.32,8.96,17.33,25.9,19.78,28.49,27.3,25.1,33.65,31.03,36.68,34.03,23.25,33.77,31.8,9.38,40.37,34.55,27.95,36.68,31.46,33.88,38.98,43.62,9.38,10.09,31.8,36.97,40.37,36.97,12.19,15.49,27.95,33.06,36.68,15.0,18.4,33.06,29.58,8.49,24.46,12.62,28.26,33.88,33.3,8442.0,8533.0,8167.0,8381.0,6658.0,4.9,5.3,5.9,4.3,9443.0
23,2015-08-23,994.0,994.0,994.0,994.0,8263.0,8263.0,8263.0,8263.0,8392.0,8392.0,8392.0,8392.0,7425.0,7425.0,7425.0,7425.0,1054.0,464.0,930.0,8388.0,25.38,23.07,34.31,12.64,11.65,18.32,8.96,17.33,25.9,19.78,28.49,27.3,25.1,33.65,31.03,36.68,34.03,23.25,33.77,31.8,9.38,40.37,34.55,27.95,36.68,31.46,33.88,38.98,43.62,9.38,10.09,31.8,36.97,40.37,36.97,12.19,15.49,27.95,33.06,36.68,15.0,18.4,33.06,29.58,8.49,24.46,12.62,28.26,33.88,33.3,8442.0,8533.0,8167.0,8381.0,6658.0,4.9,5.3,5.9,4.3,9443.0
24,2015-08-24,968.0,968.0,968.0,968.0,8204.0,8204.0,8204.0,8204.0,7933.0,7933.0,7933.0,7933.0,7104.0,7104.0,7104.0,7104.0,1052.0,469.0,933.0,8372.0,25.37,23.07,34.19,12.27,11.31,17.77,8.78,16.8,25.51,19.21,28.28,27.09,24.97,33.41,30.83,36.14,33.79,23.13,33.55,31.12,9.14,39.63,33.85,27.42,36.09,30.9,33.17,38.2,42.83,9.14,9.85,31.12,36.21,39.63,36.21,12.2,15.51,27.42,32.45,36.09,15.01,18.42,32.45,29.05,8.25,23.96,12.29,28.07,33.4,32.82,7950.0,8033.0,7667.0,7883.0,6367.0,4.9,5.3,5.9,4.3,9450.0
25,2015-08-25,942.0,942.0,942.0,942.0,8225.0,8225.0,8225.0,8225.0,7875.0,7875.0,7875.0,7875.0,7130.0,7130.0,7130.0,7130.0,1047.0,473.0,934.0,8335.0,25.3,23.02,34.51,12.36,11.39,17.9,8.83,16.93,25.18,19.35,28.12,26.93,24.87,33.23,30.68,35.98,33.6,23.04,33.39,30.89,9.06,39.37,33.6,27.24,35.88,30.69,32.93,37.92,42.55,9.06,9.78,30.89,35.94,39.37,35.94,12.25,15.58,27.24,32.22,35.88,15.06,18.49,32.22,28.86,8.3,23.56,12.37,27.93,33.24,32.58,7925.0,7992.0,7608.0,7842.0,6425.0,4.9,5.3,5.9,4.3,9455.0
26,2015-08-26,918.0,918.0,918.0,918.0,8213.0,8213.0,8213.0,8213.0,7467.0,7467.0,7467.0,7467.0,6951.0,6951.0,6951.0,6951.0,1031.0,477.0,933.0,8211.0,25.29,23.01,34.36,12.22,11.26,17.69,8.76,16.73,25.12,19.13,28.04,26.87,24.79,33.14,30.6,35.56,33.51,22.98,33.29,30.47,9.01,38.88,33.12,26.89,35.47,30.29,32.48,37.4,42.02,9.01,9.74,30.47,35.44,38.88,35.44,12.25,15.58,26.89,31.81,35.47,15.06,18.49,31.81,28.49,8.21,23.51,12.24,27.85,32.8,32.18,7588.0,7667.0,7375.0,7543.0,6350.0,4.9,5.3,5.9,4.3,9418.0
27,2015-08-27,905.0,905.0,905.0,905.0,8187.0,8187.0,8187.0,8187.0,7042.0,7042.0,7042.0,7042.0,6884.0,6884.0,6884.0,6884.0,1000.0,479.0,931.0,7971.0,25.01,22.79,34.94,12.23,11.27,17.7,8.76,16.75,24.99,19.14,27.81,26.65,24.62,32.89,30.37,35.2,33.24,22.84,33.04,30.41,9.13,38.77,33.01,26.83,35.37,30.17,32.42,37.29,41.91,9.13,9.86,30.41,35.34,38.77,35.34,11.5,14.62,26.83,31.7,35.37,14.28,17.5,31.7,28.4,8.22,23.4,12.25,27.63,32.45,32.46,7275.0,7425.0,7175.0,7292.0,6275.0,4.9,5.3,5.9,4.3,9382.0
28,2015-08-28,903.0,903.0,903.0,903.0,8187.0,8187.0,8187.0,8187.0,7042.0,7042.0,7042.0,7042.0,6948.0,6948.0,6948.0,6948.0,974.0,480.0,925.0,7766.0,25.1,22.86,35.39,12.53,11.55,18.16,8.9,17.19,24.92,19.61,27.88,26.74,24.62,32.96,30.43,35.31,33.32,22.87,33.09,30.76,9.31,39.12,33.31,27.09,35.62,30.39,32.78,37.66,42.28,9.31,10.02,30.76,35.7,39.12,35.7,11.43,14.52,27.09,31.97,35.62,14.21,17.39,31.97,28.63,8.42,23.34,12.53,27.68,32.54,33.09,7308.0,7438.0,7233.0,7326.0,6354.0,4.9,5.3,5.9,4.25,9326.0
29,2015-08-29,903.0,903.0,903.0,903.0,8187.0,8187.0,8187.0,8187.0,7042.0,7042.0,7042.0,7042.0,6948.0,6948.0,6948.0,6948.0,974.0,480.0,925.0,7766.0,25.1,22.86,35.39,12.53,11.55,18.16,8.9,17.19,24.92,19.61,27.88,26.74,24.62,32.96,30.43,35.31,33.32,22.87,33.09,30.76,9.31,39.12,33.31,27.09,35.62,30.39,32.78,37.66,42.28,9.31,10.02,30.76,35.7,39.12,35.7,11.43,14.52,27.09,31.97,35.62,14.21,17.39,31.97,28.63,8.42,23.34,12.53,27.68,32.54,33.09,7308.0,7438.0,7233.0,7326.0,6354.0,4.9,5.3,5.9,4.25,9326.0
30,2015-08-30,903.0,903.0,903.0,903.0,8187.0,8187.0,8187.0,8187.0,7042.0,7042.0,7042.0,7042.0,6948.0,6948.0,6948.0,6948.0,974.0,480.0,925.0,7766.0,25.1,22.86,35.39,12.53,11.55,18.16,8.9,17.19,24.92,19.61,27.88,26.74,24.62,32.96,30.43,35.31,33.32,22.87,33.09,30.76,9.31,39.12,33.31,27.09,35.62,30.39,32.78,37.66,42.28,9.31,10.02,30.76,35.7,39.12,35.7,11.43,14.52,27.09,31.97,35.62,14.21,17.39,31.97,28.63,8.42,23.34,12.53,27.68,32.54,33.09,7308.0,7438.0,7233.0,7326.0,6354.0,4.9,5.3,5.9,4.25,9326.0
31,2015-08-31,903.0,903.0,903.0,903.0,8187.0,8187.0,8187.0,8187.0,7042.0,7042.0,7042.0,7042.0,6948.0,6948.0,6948.0,6948.0,974.0,480.0,925.0,7766.0,25.1,22.86,33.43,12.53,11.55,18.16,8.9,17.19,24.92,19.61,27.88,26.74,24.62,32.96,30.43,35.31,33.32,22.87,33.09,30.76,9.31,39.12,33.31,27.09,35.62,30.39,32.78,37.66,42.28,9.31,10.02,30.76,35.7,39.12,35.7,11.43,14.52,27.09,31.97,35.62,14.21,17.39,31.97,28.63,8.42,23.76,12.53,27.68,32.54,33.09,7308.0,7438.0,7233.0,7326.0,6354.0,4.9,5.3,5.9,4.25,9326.0
32,2015-09-01,911.0,911.0,911.0,911.0,6892.0,6892.0,6892.0,6892.0,7225.0,7225.0,7225.0,7225.0,6951.0,6951.0,6951.0,6951.0,949.0,480.0,912.0,7563.0,25.48,23.15,35.56,12.76,11.77,18.52,9.02,17.53,25.45,19.98,28.02,26.9,24.65,33.11,30.54,35.5,33.48,22.93,33.19,31.54,9.75,39.91,34.01,27.68,36.2,30.91,33.59,38.5,43.12,9.75,10.46,31.54,36.52,39.91,36.52,11.4,14.47,27.68,32.59,36.2,14.18,17.34,32.59,29.15,8.58,24.11,12.74,27.77,32.72,33.06,7458.0,7225.0,6500.0,7303.0,6367.0,4.9,5.3,5.9,4.25,9171.0
33,2015-09-02,906.0,906.0,906.0,906.0,6692.0,6692.0,6692.0,6692.0,6967.0,6967.0,6967.0,6967.0,6920.0,6920.0,6920.0,6920.0,912.0,481.0,896.0,7272.0,25.18,22.9,34.58,12.74,11.76,18.49,9.0,17.51,24.94,19.94,27.59,26.51,24.3,32.62,30.11,35.03,32.98,22.65,32.7,30.82,9.43,39.08,33.21,27.1,35.52,30.23,32.84,37.62,42.23,9.43,10.1,30.82,35.67,39.08,35.67,11.3,14.32,27.1,31.88,35.52,14.07,17.19,31.88,28.53,8.58,23.51,12.73,27.35,32.26,32.42,7308.0,7117.0,6383.0,7131.0,6267.0,4.9,5.3,5.9,4.25,8991.0
34,2015-09-03,891.0,891.0,891.0,891.0,6525.0,6525.0,6525.0,6525.0,6817.0,6817.0,6817.0,6817.0,6839.0,6839.0,6839.0,6839.0,870.0,483.0,882.0,6944.0,24.7,22.51,34.24,12.78,11.8,18.56,9.01,17.58,24.73,20.01,26.8,25.77,23.7,31.73,29.32,34.03,32.05,22.16,31.82,30.55,9.49,38.73,32.86,26.87,35.21,29.91,32.55,37.26,41.86,9.49,10.13,30.55,35.32,38.73,35.32,11.19,14.17,26.87,31.57,35.21,13.96,17.03,31.57,28.25,8.62,23.31,12.78,26.6,31.28,32.41,7150.0,6967.0,6292.0,6978.0,6179.0,4.9,5.3,5.9,4.25,8801.0
35,2015-09-04,875.0,875.0,875.0,875.0,6529.0,6529.0,6529.0,6529.0,6858.0,6858.0,6858.0,6858.0,6982.0,6982.0,6982.0,6982.0,837.0,485.0,870.0,6689.0,24.24,22.13,33.61,12.69,11.72,18.43,8.96,17.46,24.47,19.87,26.93,25.91,23.74,31.87,29.43,34.2,32.2,22.23,31.93,30.2,9.39,38.31,32.44,26.58,34.85,29.54,32.18,36.81,41.4,9.39,10.03,30.2,34.89,38.31,34.89,11.16,14.13,26.58,31.2,34.85,13.93,16.99,31.2,27.92,8.57,23.03,12.7,26.7,31.44,31.86,7283.0,7092.0,6350.0,7078.0,6342.0,4.9,5.3,5.8,4.1,8656.0
36,2015-09-05,875.0,875.0,875.0,875.0,6529.0,6529.0,6529.0,6529.0,6858.0,6858.0,6858.0,6858.0,6982.0,6982.0,6982.0,6982.0,837.0,485.0,870.0,6689.0,24.24,22.13,33.61,12.69,11.72,18.43,8.96,17.46,24.47,19.87,26.93,25.91,23.74,31.87,29.43,34.2,32.2,22.23,31.93,30.2,9.39,38.31,32.44,26.58,34.85,29.54,32.18,36.81,41.4,9.39,10.03,30.2,34.89,38.31,34.89,11.16,14.13,26.58,31.2,34.85,13.93,16.99,31.2,27.92,8.57,23.03,12.7,26.7,31.44,31.86,7283.0,7092.0,6350.0,7078.0,6342.0,4.9,5.3,5.8,4.1,8656.0
37,2015-09-06,875.0,875.0,875.0,875.0,6529.0,6529.0,6529.0,6529.0,6858.0,6858.0,6858.0,6858.0,6982.0,6982.0,6982.0,6982.0,837.0,485.0,870.0,6689.0,24.24,22.13,33.61,12.69,11.72,18.43,8.96,17.46,24.47,19.87,26.93,25.91,23.74,31.87,29.43,34.2,32.2,22.23,31.93,30.2,9.39,38.31,32.44,26.58,34.85,29.54,32.18,36.81,41.4,9.39,10.03,30.2,34.89,38.31,34.89,11.16,14.13,26.58,31.2,34.85,13.93,16.99,31.2,27.92,8.57,23.03,12.7,26.7,31.44,31.86,7283.0,7092.0,6350.0,7078.0,6342.0,4.9,5.3,5.8,4.1,8656.0
