,Date,BALTICF,BALTICF,BALTICF,BALTICF,BPTCMC1,BPTCMC1,BPTCMC1,BPTCMC1,BPTCMC2,BPTCMC2,BPTCMC2,BPTCMC2,BPTCYC1,BPTCYC1,BPTCYC1,BPTCYC1,BPANMAX,BHANDSZ,BSUPRAI,BPANTCA,RVPRDMG,MISRDMG,MISRDM2,GLTJEAG,GLTKHIG,PMOJEAG,PMOLZCG,PMOKHIG,RUETAOG,BNDTAOG,RDMJEAG,RDMKHIG,ODSJEAG,ODSTAOG,ODSBPNG,ODSCHIG,ODSPUSG,ODSRDMG,ODSHUNG,PAZCNRA,PASCNRA,PAZJPRA,PAZTWRA,PAGCNRA,PAGJPRA,PAGTWRA,RVPGCGR,RVPGIGR,RVPGPGR,GLTSCNR,PASKRRA,PNGZCNR,PNGZIDR,PNGZJPR,PAZIDRA,CANNCNR,CANNIDR,DVTGCNR,DVTGIDR,DVTGJPR,PDXCCNR,PDXCIDR,PAGIDRA,PAGKRRA,DAMDLCG,PNGDLC2,PMODLCG,CNDBPNG,CNDCHIG,DVTDLC2,BPTCMC3,BPTCMC4,BPTCMC5,BPTCQC1,BPTCQC2,4605,4606,5195,10590,Value
976,2018-04-02,1055.0,1055.0,1055.0,1055.0,12520.0,12520.0,12520.0,12520.0,12825.0,12825.0,12825.0,12825.0,11460.0,11460.0,11460.0,11460.0,1495.0,652.0,1080.0,12011.0,25.14,23.24,34.71,20.68,18.83,29.99,13.15,28.14,33.45,31.84,34.66,33.2,29.4,40.25,36.82,43.69,40.92,27.15,40.42,41.68,14.5,51.73,45.53,39.37,49.83,44.15,40.31,51.03,55.8,14.5,16.13,41.68,48.56,51.73,48.56,18.01,23.43,39.37,46.08,49.83,22.43,26.61,46.08,41.57,13.13,32.96,19.59,34.05,40.74,49.67,12585.0,12325.0,12440.0,12643.0,12360.0,7.7,7.4,8.8,6.5,12023.0
977,2018-04-03,1016.0,1016.0,1016.0,1016.0,11670.0,11670.0,11670.0,11670.0,12140.0,12140.0,12140.0,12140.0,11174.0,11174.0,11174.0,11174.0,1455.0,650.0,1067.0,11688.0,25.19,23.27,34.76,20.23,18.44,29.35,12.9,27.56,33.21,31.16,34.43,32.99,29.21,39.99,36.59,43.4,40.65,27.0,40.15,41.39,14.24,51.38,45.19,39.12,49.52,43.84,40.03,50.66,55.42,14.24,15.79,41.39,48.2,51.38,48.2,17.67,22.95,39.12,45.77,49.52,22.28,26.11,45.77,41.29,12.9,32.5,19.21,33.82,40.44,49.35,11980.0,11965.0,12060.0,11930.0,11985.0,7.7,7.4,8.8,6.5,11865.0
978,2018-04-04,977.0,977.0,977.0,977.0,10700.0,10700.0,10700.0,10700.0,11430.0,11430.0,11430.0,11430.0,10863.0,10863.0,10863.0,10863.0,1397.0,648.0,1056.0,11223.0,25.13,23.2,34.62,19.67,17.95,28.53,12.59,26.81,32.6,30.31,34.04,32.62,28.93,39.55,36.21,42.9,40.19,26.76,39.72,40.59,13.9,50.43,44.26,38.43,48.71,43.02,39.26,49.65,54.41,13.9,15.37,40.59,47.24,50.43,47.24,17.25,22.36,38.43,44.93,48.71,21.99,25.5,44.93,40.55,12.61,32.01,18.73,33.45,39.97,48.72,11440.0,11390.0,11505.0,11190.0,11385.0,7.7,7.4,8.8,6.5,11740.0
979,2018-04-05,953.0,953.0,953.0,953.0,10980.0,10980.0,10980.0,10980.0,11950.0,11950.0,11950.0,11950.0,11084.0,11084.0,11084.0,11084.0,1343.0,644.0,1042.0,10789.0,25.25,23.3,34.8,18.91,17.28,27.42,12.19,25.79,32.11,29.17,33.85,32.44,28.78,39.34,36.02,42.66,39.97,26.64,39.51,39.98,13.43,49.7,43.53,37.9,48.06,42.36,38.68,48.88,53.62,13.43,14.81,39.98,46.5,49.7,46.5,16.51,21.35,37.9,44.27,48.06,21.36,24.46,44.27,39.96,12.18,31.72,18.09,33.27,39.73,47.24,11910.0,11730.0,11950.0,11613.0,11880.0,7.7,7.4,8.8,6.5,11588.0
980,2018-04-06,948.0,948.0,948.0,948.0,11130.0,11130.0,11130.0,11130.0,12190.0,12190.0,12190.0,12190.0,11220.0,11220.0,11220.0,11220.0,1032.0,643.0,1032.0,10574.0,25.44,23.36,34.88,18.79,17.18,27.26,12.12,25.65,32.07,29.0,33.68,32.29,28.63,39.14,35.84,42.43,39.76,26.53,39.3,39.97,13.37,49.64,43.46,37.86,47.98,42.26,38.65,48.82,53.56,13.37,14.69,39.97,46.44,49.64,46.44,16.48,21.28,37.86,44.2,47.98,21.39,24.39,44.2,39.88,12.14,31.5,18.0,33.1,39.52,47.37,12010.0,11860.0,12190.0,11777.0,12050.0,7.4,7.1,8.4,6.2,11469.0
981,2018-04-07,948.0,948.0,948.0,948.0,11130.0,11130.0,11130.0,11130.0,12190.0,12190.0,12190.0,12190.0,11220.0,11220.0,11220.0,11220.0,1032.0,643.0,1032.0,10574.0,25.44,23.36,34.88,18.79,17.18,27.26,12.12,25.65,32.07,29.0,33.68,32.29,28.63,39.14,35.84,42.43,39.76,26.53,39.3,39.97,13.37,49.64,43.46,37.86,47.98,42.26,38.65,48.82,53.56,13.37,14.69,39.97,46.44,49.64,46.44,16.48,21.28,37.86,44.2,47.98,21.39,24.39,44.2,39.88,12.14,31.5,18.0,33.1,39.52,47.37,12010.0,11860.0,12190.0,11777.0,12050.0,7.4,7.1,8.4,6.2,11469.0
982,2018-04-08,948.0,948.0,948.0,948.0,11130.0,11130.0,11130.0,11130.0,12190.0,12190.0,12190.0,12190.0,11220.0,11220.0,11220.0,11220.0,1032.0,643.0,1032.0,10574.0,25.44,23.36,34.88,18.79,17.18,27.26,12.12,25.65,32.07,29.0,33.68,32.29,28.63,39.14,35.84,42.43,39.76,26.53,39.3,39.97,13.37,49.64,43.46,37.86,47.98,42.26,38.65,48.82,53.56,13.37,14.69,39.97,46.44,49.64,46.44,16.48,21.28,37.86,44.2,47.98,21.39,24.39,44.2,39.88,12.14,31.5,18.0,33.1,39.52,47.37,12010.0,11860.0,12190.0,11777.0,12050.0,7.4,7.1,8.4,6.2,11469.0
983,2018-04-09,952.0,952.0,952.0,952.0,11490.0,11490.0,11490.0,11490.0,12635.0,12635.0,12635.0,12635.0,11553.0,11553.0,11553.0,11553.0,1315.0,638.0,1024.0,10559.0,25.53,23.46,35.05,18.8,17.19,27.27,12.12,25.66,32.1,29.01,33.3,31.93,28.33,38.7,35.45,41.94,39.31,26.29,38.87,40.0,13.38,49.68,43.49,37.89,48.01,42.29,38.69,48.86,53.6,13.38,14.7,40.0,46.48,49.68,46.48,16.6,21.42,37.89,44.23,48.01,21.5,24.54,44.23,39.91,12.15,31.38,18.0,32.73,39.05,47.66,12540.0,12210.0,12635.0,12222.0,12570.0,7.4,7.1,8.4,6.2,11375.0
984,2018-04-10,974.0,974.0,974.0,974.0,11485.0,11485.0,11485.0,11485.0,12755.0,12755.0,12755.0,12755.0,11673.0,11673.0,11673.0,11673.0,1319.0,636.0,1016.0,10595.0,25.53,23.45,35.03,18.73,17.12,27.15,12.08,25.55,32.09,28.88,33.21,31.86,28.23,38.59,35.35,41.81,39.19,26.23,38.75,39.96,13.34,49.65,43.47,37.87,47.99,42.28,38.65,48.82,53.56,13.34,14.66,39.96,46.45,49.65,46.45,16.69,21.54,37.87,44.21,47.99,21.62,24.66,44.21,39.9,12.11,31.7,17.94,32.63,38.93,47.95,12710.0,12350.0,12755.0,12317.0,12720.0,7.4,7.1,8.4,6.2,11282.0
985,2018-04-11,979.0,979.0,979.0,979.0,11325.0,11325.0,11325.0,11325.0,12400.0,12400.0,12400.0,12400.0,11668.0,11668.0,11668.0,11668.0,1325.0,634.0,1014.0,10640.0,25.68,23.6,35.3,18.95,17.33,27.49,12.2,25.86,32.36,29.23,33.19,31.85,28.2,38.57,35.33,41.79,39.17,26.22,38.73,40.35,13.49,50.08,43.88,38.18,48.35,42.62,39.02,49.28,54.02,13.49,14.82,40.35,46.88,50.08,46.88,16.46,21.25,38.18,44.57,48.35,21.45,24.36,44.57,40.22,12.25,31.8,18.14,32.61,38.91,47.49,12395.0,12250.0,12400.0,12040.0,12570.0,7.4,7.1,8.4,6.2,11238.0
986,2018-04-12,993.0,993.0,993.0,993.0,11375.0,11375.0,11375.0,11375.0,12715.0,12715.0,12715.0,12715.0,11775.0,11775.0,11775.0,11775.0,1335.0,630.0,1014.0,10722.0,25.81,23.69,35.46,19.0,17.37,27.56,12.22,25.93,32.51,29.3,33.2,31.86,28.2,38.58,35.34,41.81,39.19,26.22,38.73,40.53,13.52,50.3,44.1,38.34,48.55,42.83,39.2,49.52,54.27,13.52,14.85,40.53,47.12,50.3,47.12,16.43,21.21,38.34,44.78,48.55,21.5,24.32,44.78,40.4,12.27,32.25,18.18,32.62,38.91,47.57,12715.0,12470.0,12715.0,12268.0,12735.0,7.4,7.1,8.4,6.2,11233.0
987,2018-04-13,1014.0,1014.0,1014.0,1014.0,11260.0,11260.0,11260.0,11260.0,12555.0,12555.0,12555.0,12555.0,11714.0,11714.0,11714.0,11714.0,1351.0,628.0,1013.0,10849.0,25.86,23.76,35.59,19.1,17.46,27.7,12.27,26.07,32.96,29.45,33.38,32.04,28.32,38.79,35.51,42.03,39.4,26.32,38.93,41.16,13.58,51.02,44.79,38.86,49.14,43.42,39.79,50.28,55.03,13.58,14.92,41.16,47.84,51.02,47.84,16.75,21.62,38.86,45.39,49.14,21.89,24.75,45.39,40.94,12.33,32.49,18.27,32.78,39.13,48.51,12615.0,12420.0,12555.0,12143.0,12660.0,7.2,6.9,8.4,6.0,11218.0
988,2018-04-14,1014.0,1014.0,1014.0,1014.0,11260.0,11260.0,11260.0,11260.0,12555.0,12555.0,12555.0,12555.0,11714.0,11714.0,11714.0,11714.0,1351.0,628.0,1013.0,10849.0,25.86,23.76,35.59,19.1,17.46,27.7,12.27,26.07,32.96,29.45,33.38,32.04,28.32,38.79,35.51,42.03,39.4,26.32,38.93,41.16,13.58,51.02,44.79,38.86,49.14,43.42,39.79,50.28,55.03,13.58,14.92,41.16,47.84,51.02,47.84,16.75,21.62,38.86,45.39,49.14,21.89,24.75,45.39,40.94,12.33,32.49,18.27,32.78,39.13,48.51,12615.0,12420.0,12555.0,12143.0,12660.0,7.2,6.9,8.4,6.0,11218.0
989,2018-04-15,1014.0,1014.0,1014.0,1014.0,11260.0,11260.0,11260.0,11260.0,12555.0,12555.0,12555.0,12555.0,11714.0,11714.0,11714.0,11714.0,1351.0,628.0,1013.0,10849.0,25.86,23.76,35.59,19.1,17.46,27.7,12.27,26.07,32.96,29.45,33.38,32.04,28.32,38.79,35.51,42.03,39.4,26.32,38.93,41.16,13.58,51.02,44.79,38.86,49.14,43.42,39.79,50.28,55.03,13.58,14.92,41.16,47.84,51.02,47.84,16.75,21.62,38.86,45.39,49.14,21.89,24.75,45.39,40.94,12.33,32.49,18.27,32.78,39.13,48.51,12615.0,12420.0,12555.0,12143.0,12660.0,7.2,6.9,8.4,6.0,11218.0
990,2018-04-16,1025.0,1025.0,1025.0,1025.0,10930.0,10930.0,10930.0,10930.0,12080.0,12080.0,12080.0,12080.0,11418.0,11418.0,11418.0,11418.0,1359.0,626.0,1016.0,10914.0,25.9,23.71,35.49,19.26,17.61,27.94,12.35,26.29,33.06,29.7,33.31,31.97,28.27,38.7,35.43,41.93,39.31,26.29,38.84,41.27,13.69,51.15,44.92,38.96,49.27,43.54,39.9,50.42,55.18,13.69,15.03,41.27,47.98,51.15,47.98,17.19,22.18,38.96,45.52,49.27,22.34,25.33,45.52,41.05,12.44,32.59,18.41,32.71,39.04,49.61,12075.0,12120.0,12080.0,11695.0,12335.0,7.2,6.9,8.4,6.0,11247.0
991,2018-04-17,1052.0,1052.0,1052.0,1052.0,10820.0,10820.0,10820.0,10820.0,11640.0,11640.0,11640.0,11640.0,11328.0,11328.0,11328.0,11328.0,1353.0,626.0,1018.0,10862.0,25.85,23.85,35.75,19.05,17.43,27.64,12.24,26.01,33.05,29.38,33.39,32.05,28.32,38.79,35.52,42.04,39.41,26.33,38.93,41.26,13.56,51.14,44.91,38.95,49.25,43.53,39.89,50.41,55.16,13.56,14.88,41.26,47.97,51.14,47.97,17.09,22.04,38.95,45.5,49.25,22.33,25.19,45.5,41.04,12.32,32.49,18.23,32.79,39.14,49.6,11780.0,11980.0,11640.0,11414.0,12085.0,7.2,6.9,8.4,6.0,11274.0
992,2018-04-18,1124.0,1124.0,1124.0,1124.0,10680.0,10680.0,10680.0,10680.0,11490.0,11490.0,11490.0,11490.0,11325.0,11325.0,11325.0,11325.0,1329.0,626.0,1022.0,10670.0,25.82,23.76,35.59,18.81,17.22,27.29,12.11,25.7,32.84,29.02,33.4,32.06,28.33,38.8,35.52,42.05,39.41,26.34,38.94,40.98,13.43,50.81,44.59,38.71,48.97,43.25,39.62,50.06,54.81,13.43,14.7,40.98,47.64,50.81,47.64,16.36,21.08,38.71,45.22,48.97,21.79,24.19,45.22,40.79,12.2,32.34,18.03,32.8,39.15,48.28,11740.0,11940.0,11490.0,11303.0,12005.0,7.2,6.9,8.4,6.0,11310.0
993,2018-04-19,1201.0,1201.0,1201.0,1201.0,10625.0,10625.0,10625.0,10625.0,11460.0,11460.0,11460.0,11460.0,11378.0,11378.0,11378.0,11378.0,1306.0,623.0,1022.0,10485.0,25.81,23.69,35.48,18.59,17.02,26.98,11.99,25.41,32.66,28.7,33.39,32.05,28.33,38.8,35.52,42.05,39.41,26.34,38.94,40.76,13.29,50.55,44.33,38.52,48.74,43.01,39.41,49.78,54.53,13.29,14.52,40.76,47.37,50.55,47.37,16.41,21.12,38.52,44.98,48.74,21.87,24.23,44.98,40.57,12.08,32.45,17.85,32.8,39.14,48.53,11685.0,11870.0,11460.0,11257.0,11950.0,7.2,6.9,8.4,6.0,11312.0
994,2018-04-20,1281.0,1281.0,1281.0,1281.0,10705.0,10705.0,10705.0,10705.0,11580.0,11580.0,11580.0,11580.0,11478.0,11478.0,11478.0,11478.0,1289.0,621.0,1025.0,10347.0,25.95,23.76,35.61,18.48,16.93,26.84,11.93,25.29,32.74,28.55,33.63,32.28,28.51,39.08,35.77,42.36,39.7,26.47,39.2,40.93,13.22,50.71,44.47,38.64,48.85,43.1,39.57,49.96,54.7,13.22,14.43,40.93,47.54,50.71,47.54,16.42,21.11,38.64,45.1,48.85,21.91,24.23,45.1,40.67,12.03,32.29,17.77,33.02,39.43,48.64,11960.0,12080.0,11580.0,11415.0,12300.0,7.2,6.9,8.4,6.0,11339.0
995,2018-04-21,1281.0,1281.0,1281.0,1281.0,10705.0,10705.0,10705.0,10705.0,11580.0,11580.0,11580.0,11580.0,11478.0,11478.0,11478.0,11478.0,1289.0,621.0,1025.0,10347.0,25.95,23.76,35.61,18.48,16.93,26.84,11.93,25.29,32.74,28.55,33.63,32.28,28.51,39.08,35.77,42.36,39.7,26.47,39.2,40.93,13.22,50.71,44.47,38.64,48.85,43.1,39.57,49.96,54.7,13.22,14.43,40.93,47.54,50.71,47.54,16.42,21.11,38.64,45.1,48.85,21.91,24.23,45.1,40.67,12.03,32.29,17.77,33.02,39.43,48.64,11960.0,12080.0,11580.0,11415.0,12300.0,7.2,6.9,8.4,6.0,11339.0
996,2018-04-22,1281.0,1281.0,1281.0,1281.0,10705.0,10705.0,10705.0,10705.0,11580.0,11580.0,11580.0,11580.0,11478.0,11478.0,11478.0,11478.0,1289.0,621.0,1025.0,10347.0,25.95,23.76,35.61,18.48,16.93,26.84,11.93,25.29,32.74,28.55,33.63,32.28,28.51,39.08,35.77,42.36,39.7,26.47,39.2,40.93,13.22,50.71,44.47,38.64,48.85,43.1,39.57,49.96,54.7,13.22,14.43,40.93,47.54,50.71,47.54,16.42,21.11,38.64,45.1,48.85,21.91,24.23,45.1,40.67,12.03,32.29,17.77,33.02,39.43,48.64,11960.0,12080.0,11580.0,11415.0,12300.0,7.2,6.9,8.4,6.0,11339.0
997,2018-04-23,1306.0,1306.0,1306.0,1306.0,10625.0,10625.0,10625.0,10625.0,11300.0,11300.0,11300.0,11300.0,11518.0,11518.0,11518.0,11518.0,1281.0,621.0,1027.0,10286.0,25.81,23.73,35.58,18.54,16.99,26.96,11.96,25.41,32.66,28.67,33.74,32.38,28.59,39.21,35.88,42.5,39.85,26.53,39.32,40.83,13.26,50.6,44.36,38.56,48.75,43.0,39.48,49.84,54.59,13.26,14.46,40.83,47.43,50.6,47.43,16.35,21.03,38.56,45.0,48.75,21.84,24.14,45.0,40.57,12.07,32.06,17.83,33.12,39.55,48.5,11955.0,12140.0,11300.0,11293.0,12280.0,7.2,6.9,8.4,6.0,11346.0
998,2018-04-24,1330.0,1330.0,1330.0,1330.0,10590.0,10590.0,10590.0,10590.0,11325.0,11325.0,11325.0,11325.0,11593.0,11593.0,11593.0,11593.0,1269.0,617.0,1030.0,10194.0,25.76,23.62,35.39,18.59,17.04,27.04,11.99,25.48,32.3,28.75,33.66,32.3,28.53,39.11,35.8,42.39,39.74,26.49,39.23,40.36,13.3,50.05,43.82,38.16,48.28,42.53,39.03,49.25,53.99,13.3,14.5,40.36,46.86,50.05,46.86,16.37,21.04,38.16,44.51,48.28,21.7,24.15,44.51,40.15,12.1,31.86,17.88,33.04,39.45,48.2,12100.0,12280.0,11325.0,11338.0,12365.0,7.2,6.9,8.4,6.0,11375.0
999,2018-04-25,1376.0,1376.0,1376.0,1376.0,10540.0,10540.0,10540.0,10540.0,10900.0,10900.0,10900.0,10900.0,11501.0,11501.0,11501.0,11501.0,1264.0,614.0,1037.0,10151.0,25.69,23.54,35.28,18.71,17.14,27.22,12.06,25.65,32.19,28.94,33.89,32.53,28.72,39.4,36.05,42.7,40.04,26.63,39.5,40.25,13.36,49.9,43.67,38.05,48.15,42.39,38.91,49.1,53.84,13.36,14.58,40.25,46.72,49.9,46.72,16.44,21.15,38.05,44.37,48.15,21.61,24.27,44.37,40.02,12.16,31.5,17.99,33.27,39.74,48.0,11870.0,12200.0,10900.0,11103.0,12190.0,7.2,6.9,8.4,6.0,11450.0
1000,2018-04-26,1375.0,1375.0,1375.0,1375.0,10520.0,10520.0,10520.0,10520.0,10815.0,10815.0,10815.0,10815.0,11444.0,11444.0,11444.0,11444.0,1272.0,610.0,1040.0,10220.0,25.36,23.3,34.89,19.04,17.42,27.69,12.24,26.07,31.9,29.42,33.99,32.61,28.8,39.51,36.15,42.83,40.16,26.68,39.62,39.86,13.55,49.46,43.25,37.73,47.78,42.03,38.54,48.63,53.36,13.55,14.83,39.86,46.27,49.46,46.27,16.63,21.44,37.73,44.0,47.78,21.45,24.56,44.0,39.69,12.32,31.69,18.25,33.36,39.86,47.64,11725.0,11980.0,10815.0,11020.0,12100.0,7.2,6.9,8.4,6.0,11483.0
1001,2018-04-27,1361.0,1361.0,1361.0,1361.0,10535.0,10535.0,10535.0,10535.0,10865.0,10865.0,10865.0,10865.0,11468.0,11468.0,11468.0,11468.0,1275.0,605.0,1042.0,10250.0,25.25,23.17,34.7,19.46,17.8,28.3,12.45,26.64,32.05,30.05,33.98,32.6,28.8,39.5,36.14,42.82,40.15,26.68,39.61,40.1,13.81,49.7,43.46,37.9,47.95,42.18,38.77,48.89,53.62,13.81,15.14,40.1,46.52,49.7,46.52,16.94,21.86,37.9,44.18,47.95,21.51,25.0,44.18,39.86,12.56,31.6,18.61,33.36,39.86,47.82,11810.0,12000.0,10865.0,11070.0,12140.0,7.0,6.7,8.1,5.8,11507.0
1002,2018-04-28,1361.0,1361.0,1361.0,1361.0,10535.0,10535.0,10535.0,10535.0,10865.0,10865.0,10865.0,10865.0,11468.0,11468.0,11468.0,11468.0,1275.0,605.0,1042.0,10250.0,25.25,23.17,34.7,19.46,17.8,28.3,12.45,26.64,32.05,30.05,33.98,32.6,28.8,39.5,36.14,42.82,40.15,26.68,39.61,40.1,13.81,49.7,43.46,37.9,47.95,42.18,38.77,48.89,53.62,13.81,15.14,40.1,46.52,49.7,46.52,16.94,21.86,37.9,44.18,47.95,21.51,25.0,44.18,39.86,12.56,31.6,18.61,33.36,39.86,47.82,11810.0,12000.0,10865.0,11070.0,12140.0,7.0,6.7,8.1,5.8,11507.0
1003,2018-04-29,1361.0,1361.0,1361.0,1361.0,10535.0,10535.0,10535.0,10535.0,10865.0,10865.0,10865.0,10865.0,11468.0,11468.0,11468.0,11468.0,1275.0,605.0,1042.0,10250.0,25.25,23.17,34.7,19.46,17.8,28.3,12.45,26.64,32.05,30.05,33.98,32.6,28.8,39.5,36.14,42.82,40.15,26.68,39.61,40.1,13.81,49.7,43.46,37.9,47.95,42.18,38.77,48.89,53.62,13.81,15.14,40.1,46.52,49.7,46.52,16.94,21.86,37.9,44.18,47.95,21.51,25.0,44.18,39.86,12.56,31.6,18.61,33.36,39.86,47.82,11810.0,12000.0,10865.0,11070.0,12140.0,7.0,6.7,8.1,5.8,11507.0
1004,2018-04-30,1341.0,1341.0,1341.0,1341.0,10870.0,10870.0,10870.0,10870.0,11600.0,11600.0,11600.0,11600.0,11465.0,11465.0,11465.0,11465.0,1276.0,603.0,1045.0,10261.0,25.1,23.07,34.56,19.56,17.89,28.47,12.52,26.79,32.02,30.23,34.08,32.69,28.87,39.62,36.24,42.95,40.27,26.74,39.72,40.08,13.88,49.67,43.43,37.88,47.92,42.15,38.75,48.86,53.59,13.88,15.22,40.08,46.49,49.67,46.49,16.94,21.86,37.88,44.15,47.92,21.41,25.0,44.15,39.83,12.62,31.55,18.71,33.44,39.97,47.58,11930.0,12040.0,11600.0,12053.0,13040.0,7.0,6.7,8.1,5.8,11532.0
1005,2018-05-01,1327.0,1327.0,1327.0,1327.0,10820.0,10820.0,10820.0,10820.0,11460.0,11460.0,11460.0,11460.0,11450.0,11450.0,11450.0,11450.0,1271.0,601.0,1043.0,10223.0,24.83,22.9,34.3,19.63,17.95,28.57,12.55,26.89,31.92,30.33,34.14,32.75,28.92,39.7,36.32,43.04,40.35,26.77,39.8,39.97,13.91,49.55,43.31,37.79,47.81,42.04,38.65,48.73,53.46,13.91,15.26,39.97,46.36,49.55,46.36,17.01,21.95,37.79,44.04,47.81,21.41,25.09,44.04,39.73,12.66,31.43,18.77,33.5,40.04,47.57,11900.0,12010.0,11460.0,12030.0,13010.0,7.0,6.7,8.1,5.8,11504.0
1006,2018-05-02,1346.0,1346.0,1346.0,1346.0,10840.0,10840.0,10840.0,10840.0,11655.0,11655.0,11655.0,11655.0,11558.0,11558.0,11558.0,11558.0,1271.0,597.0,1043.0,10223.0,24.65,22.79,34.14,19.75,18.06,28.75,12.62,27.06,31.83,30.52,34.09,32.71,28.89,39.66,36.27,42.98,40.31,26.73,39.74,39.86,13.98,49.42,43.18,37.7,47.7,41.93,38.54,48.59,53.32,13.98,15.35,39.86,46.23,49.42,46.23,17.1,22.09,37.7,43.93,47.7,21.36,25.24,43.93,39.62,12.72,31.4,18.87,33.45,39.98,47.49,12080.0,12160.0,11655.0,12183.0,13085.0,7.0,6.7,8.1,5.8,11495.0
1007,2018-05-03,1376.0,1376.0,1376.0,1376.0,10735.0,10735.0,10735.0,10735.0,11750.0,11750.0,11750.0,11750.0,11635.0,11635.0,11635.0,11635.0,1266.0,591.0,1047.0,10185.0,24.58,22.63,33.88,19.9,18.19,28.95,12.69,27.24,31.8,30.73,34.04,32.67,28.85,39.6,36.22,42.93,40.25,26.71,39.69,39.82,14.08,49.37,43.13,37.66,47.65,41.87,38.5,48.54,53.26,14.08,15.45,39.82,46.18,49.37,46.18,17.31,22.36,37.66,43.87,47.65,21.46,25.52,43.87,39.58,12.8,31.57,18.99,33.41,39.94,47.75,12110.0,12180.0,11750.0,12210.0,13145.0,7.0,6.7,8.1,5.8,11519.0
1008,2018-05-04,1384.0,1384.0,1384.0,1384.0,10735.0,10735.0,10735.0,10735.0,11750.0,11750.0,11750.0,11750.0,11635.0,11635.0,11635.0,11635.0,1265.0,589.0,1050.0,10176.0,24.31,22.49,33.66,19.81,18.1,28.81,12.66,27.1,31.91,30.59,33.9,32.53,28.74,39.43,36.08,42.74,40.08,26.61,39.53,40.0,14.01,49.55,43.29,37.79,47.79,41.99,38.67,48.73,53.46,14.01,15.41,40.0,46.37,49.55,46.37,17.32,22.4,37.79,44.02,47.79,21.33,25.55,44.02,39.7,12.73,31.34,18.91,33.27,39.76,47.44,12110.0,12180.0,11750.0,12210.0,13145.0,7.5,7.2,8.6,6.4,11543.0
1009,2018-05-05,1384.0,1384.0,1384.0,1384.0,10735.0,10735.0,10735.0,10735.0,11750.0,11750.0,11750.0,11750.0,11635.0,11635.0,11635.0,11635.0,1265.0,589.0,1050.0,10176.0,24.31,22.49,33.66,19.81,18.1,28.81,12.66,27.1,31.91,30.59,33.9,32.53,28.74,39.43,36.08,42.74,40.08,26.61,39.53,40.0,14.01,49.55,43.29,37.79,47.79,41.99,38.67,48.73,53.46,14.01,15.41,40.0,46.37,49.55,46.37,17.32,22.4,37.79,44.02,47.79,21.33,25.55,44.02,39.7,12.73,31.34,18.91,33.27,39.76,47.44,12110.0,12180.0,11750.0,12210.0,13145.0,7.5,7.2,8.6,6.4,11543.0
1010,2018-05-06,1384.0,1384.0,1384.0,1384.0,10735.0,10735.0,10735.0,10735.0,11750.0,11750.0,11750.0,11750.0,11635.0,11635.0,11635.0,11635.0,1265.0,589.0,1050.0,10176.0,24.31,22.49,33.66,19.81,18.1,28.81,12.66,27.1,31.91,30.59,33.9,32.53,28.74,39.43,36.08,42.74,40.08,26.61,39.53,40.0,14.01,49.55,43.29,37.79,47.79,41.99,38.67,48.73,53.46,14.01,15.41,40.0,46.37,49.55,46.37,17.32,22.4,37.79,44.02,47.79,21.33,25.55,44.02,39.7,12.73,31.34,18.91,33.27,39.76,47.44,12110.0,12180.0,11750.0,12210.0,13145.0,7.5,7.2,8.6,6.4,11543.0
1011,2018-05-07,1384.0,1384.0,1384.0,1384.0,10735.0,10735.0,10735.0,10735.0,11750.0,11750.0,11750.0,11750.0,11635.0,11635.0,11635.0,11635.0,1265.0,589.0,1050.0,10176.0,24.18,22.34,33.39,19.85,18.14,28.87,12.68,27.16,31.78,30.66,33.89,32.52,28.74,39.43,36.08,42.74,40.08,26.61,39.52,39.83,14.03,49.36,43.12,37.65,47.64,41.85,38.5,48.53,53.26,14.03,15.43,39.83,46.17,49.36,46.17,17.45,22.56,37.65,43.86,47.64,21.45,25.72,43.86,39.56,12.75,31.66,18.94,33.26,39.75,47.73,12110.0,12180.0,11750.0,12210.0,13145.0,7.5,7.2,8.6,6.4,11543.0
1012,2018-05-08,1432.0,1432.0,1432.0,1432.0,10420.0,10420.0,10420.0,10420.0,11470.0,11470.0,11470.0,11470.0,11676.0,11676.0,11676.0,11676.0,1257.0,585.0,1051.0,10116.0,24.26,22.37,33.47,20.2,18.45,29.41,12.86,27.66,31.84,31.21,33.88,32.52,28.73,39.44,36.08,42.74,40.08,26.59,39.52,39.98,14.26,49.5,43.22,37.75,47.72,41.91,38.64,48.68,53.4,14.26,15.67,39.98,46.32,49.5,46.32,17.54,22.69,37.75,43.95,47.72,21.33,25.85,43.95,39.64,12.96,31.46,19.26,33.25,39.74,47.47,11970.0,12110.0,12360.0,12147.0,13100.0,7.5,7.2,8.6,6.4,11534.0
